word,relative freq (lyrics / general usage),general usage absolute freq,pop lyrics absolute freq
"jerk",1.1941148765121352,66,1
"pros",1.1941148765121352,66,1
"frames",1.1941148765121352,198,3
"vivid",1.1941148765121352,132,2
"ear",1.1941148765121352,264,4
"eleven",1.1941148765121352,330,5
"prophet",1.1941148765121352,66,1
"dwell",1.1941148765121352,66,1
"stepped",1.1941148765121352,132,2
"brightly",1.1941148765121352,66,1
"reality",1.1941148765121352,594,9
"solicitation",1.1941148765121352,66,1
"road",1.2028901695560346,1769,27
"seed",1.2062997221908305,196,3
"making",1.2081357948273461,3066,47
"sand",1.2093848877207303,391,6
"suicide",1.212485874612322,390,6
"wears",1.2124858746123222,130,2
"parade",1.2124858746123222,130,2
"reminding",1.2124858746123222,65,1
"dividends",1.2124858746123222,65,1
"nos",1.2124858746123222,65,1
"relieved",1.2124858746123222,65,1
"beach",1.2134192740539018,1299,20
"herself",1.2166453458802886,583,9
"attraction",1.2171672872556127,259,4
"outside",1.2179971740423778,2200,34
"bird",1.2187358018010452,388,6
"cheap",1.2195215760123936,517,8
"houston",1.2199935270867017,323,5
"skin",1.2218849899193942,645,10
"senses",1.2218849899193942,129,2
"studios",1.2218849899193942,129,2
"represent",1.2235588049740782,1095,17
"peace",1.2243827106673897,1223,19
"bigger",1.2250504950746257,579,9
"gets",1.2272363110431288,2055,32
"roads",1.2275947328629426,321,5
"trip",1.2299526579200624,833,13
"assured",1.2314309664031395,128,2
"ounces",1.2314309664031395,64,1
"cheer",1.2314309664031395,64,1
"spoke",1.2314309664031395,320,5
"nairobi",1.2314309664031395,64,1
"touring",1.2314309664031395,64,1
"apologize",1.2314309664031395,128,2
"climbing",1.2314309664031395,128,2
"idiot",1.2314309664031395,64,1
"hare",1.2314309664031395,64,1
"smells",1.2314309664031395,64,1
