item;price;unit price
Bonbons Hartmint  200g;1.19;5.95 /KG
Bonbons Kräuterzucker   75g;1.4;17.50 /KG
Bonbons Mint   4 bars;2.05;12.81 /KG
Bonbons Nimm 2 Lach Gummi  250g;1.73;6.92 /KG
Bonbons Orfina  175g;1.35;7.71 /KG
Bonbons Pecto  500g;3.95;7.90 /KG
Bonbons Toffifee 15 pièces  125g;1.85;14.80 /KG
Bonbons Vitamines Nimm2  145g;1.28;8.83 /KG
Bonbons Werther's Original  175g;1.78;10.17 /KG
Cacahuètes Grillées et Salées  250g;1.2;4.80 /KG
Chewing Gum Bal Sweet Strawberry  70 pièces;5.15;50.99 /KG
Chewing Gum Extra Professional Strong  10 Dragées;0.85;50.00 /KG
Chewing Gum Extra Professional Strong  boîte;2.99;332.22 /KG
Chewing Gum Extra White   14 sticks;1.25;5.21 /KG
Chewing-gum mild mint  25g;0.98;39.20 /KG
Chewing-gum standard  25g;0.98;39.20 /KG
Chips Nic Nac's  125g;1.49;11.92 /KG
Chips Tortilla Chili   200g;1.84;9.20 /KG
Chips Tortilla nature   200g;1.84;9.20 /KG
Chipsletten paprika  100g;1.45;14.50 /KG
Chipsletten sel  100g;1.45;14.50 /KG
Chocolat Alpenmilch  100g;0.89;8.90 /KG
Chocolat au lait Eszet  Fine tablette  75g;1.05;14.00 /KG
Chocolat blanc   400g;3.6;9.00 /KG
Chocolat blanc Noisettes entières  100g;0.89;8.90 /KG
Chocolat Bouchées blancs  8 pièces;2.95;15.05 /KG
Chocolat Bouchées Lait   8 pièces;2.69;13.45 /KG
Chocolat culinaire fondant  Tablette  500g;3.6;7.20 /KG
Chocolat Double Lait  200g;2.55;12.75 /KG
Chocolat fondant  Tablette  400g;3.4;8.50 /KG
Chocolat Fourré Biscuité   3 bâtons;1.38;12.11 /KG
Chocolat Galak Pop-Ri  250g;3.85;15.40 /KG
Chocolat Goût Banane  3 bâtons;1.69;11.82 /KG
Chocolat Lait   300g;3.15;10.50 /KG
Chocolat Lait  100g;1.29;12.90 /KG
Chocolat Lait  150g;1.69;11.27 /KG
Chocolat Lait  3 bâtons;1.69;11.99 /KG
Chocolat Lait  400g;3.69;9.23 /KG
Chocolat Lait Biscuit   300g;3.29;10.97 /KG
Chocolat lait des Alpes  100g;1.19;11.90 /KG
Chocolat Lait Entier transfair  100g;1.65;16.50 /KG
Chocolat Lait Mignonettes   24 pièces;3.29;13.71 /KG
Chocolat Lait Noisettes  3 bâtons;1.69;12.52 /KG
Chocolat Lait Noisettes  400g;4.39;10.98 /KG
Chocolat Lait Noisettes entières  100g;0.89;8.90 /KG
Chocolat Lait Noisettes entières  3 bâtons;1.69;12.52 /KG
Chocolat Massepain  100g;0.89;8.90 /KG
Chocolat Mocca Rum   3 bâtons;1.69;12.80 /KG
Chocolat Noir de Noir  Tablette  400g;4.45;11.13 /KG
Chocolat noir intense 70%  Tablette  100g;1.59;15.90 /KG
Chocolat Noir Noisettes entières  100g;0.89;8.90 /KG
Chocolat Noisettes Entières  300g;3.15;10.50 /KG
Chocolat Raisins-Noisettes  100g;0.89;8.90 /KG
Chocolat Yogurette Fraises  100g;0.92;9.20 /KG
Comtess gâteau marbré  400g;1.89;4.73 /KG
Crunchips paprika   175g;1.75;10.00 /KG
Crunchips sel  175g;1.75;10.00 /KG
Crunchips X-CUT paprika  150g;1.7;11.33 /KG
Crunchips X-CUT sel  150g;1.7;11.33 /KG
Duplo 10 pièces  182g;2.05;11.26 /KG
Erdnusslocken  150g;1.43;9.53 /KG
Escargots  200g;1.05;5.25 /KG
Etoile Chocolat pur Beurre  250g;1.6;6.40 /KG
Etoile Nature pur Beurre  250g;1.49;5.96 /KG
Etoile Raisins pur Beurre  250g;1.6;6.40 /KG
Frangipanes 8 pièces   416g;2.99;7.19 /KG
Fruits Secs  Raisins Noirs  200g;1.55;7.75 /KG
Fruits Secs Abricots extra  200g;2.39;11.95 /KG
Fruits secs dattes dénoyautées  200g;1.85;9.25 /KG
Fruits Secs Figues   200g;2.4;12.00 /KG
Fruits secs prunes dénoyautées sans noyau  200g;2.0;10.00 /KG
Galettes au beurre   200g;1.75;8.75 /KG
Galettes au beurre  500g;4.4;8.80 /KG
Galettes au beurre 8x2 pièces  500g;3.95;7.90 /KG
Gaufres de Liège 8 pièces  400g;2.19;5.48 /KG
Gaufres de Liège choco 8 pièces  460g;3.15;6.85 /KG
Gaufres molles   250g;1.05;4.20 /KG
Gaufres molles sucrées   250g;1.05;4.20 /KG
Gommes Molles Euka Pastilles Autopack  200g;1.55;7.75 /KG
Gommes Molles Goldbären  200g;1.05;5.25 /KG
Gommes Molles Happy Cola  200g;1.05;5.25 /KG
Gommes Molles Konfekt Lakritz  200g;1.05;5.25 /KG
Gommes Molles Parisiennes  500g;2.25;4.50 /KG
Gommes Molles Stäbchen Sauer Autopack  200g;1.55;7.75 /KG
Gommes Molles Traditional Winegums  400g;3.3;8.25 /KG
Gommes Molles World Mix  175g;1.22;6.97 /KG
Grissini Torinesi  125g;0.96;7.68 /KG
Hanuta 12 pièces  250g;2.05;7.59 /KG
Kinder Bueno 5 pièces  215g;2.75;12.79 /KG
Kinder Chocolat  Bâtons   300g;3.0;10.00 /KG
Kinder Country 9 pièces  211.5g;2.5;11.79 /KG
Kinder Delice Cacao 10 pièces  420g;3.05;7.26 /KG
Kinder Maxi 11 pièces  231g;2.9;12.55 /KG
Kinder Milchschnitte 5 pièces  140g;1.49;10.64 /KG
Kinder Pingui chocolat 4 pièces  120g;1.49;12.42 /KG
Kinder Schokobons  200g;2.65;13.25 /KG
Kitkat Mini   233g;2.79;11.97 /KG
Leo Wafers lait  12 pièces;4.35;10.88 /KG
Lion Mini   332g;3.45;10.39 /KG
Madeleine pur Beurre  200g;1.47;7.35 /KG
Mallows Melo Cakes 6 pièces  100g;1.35;13.50 /KG
Mallows Soft Kiss  175g;1.45;8.29 /KG
Mallows Speckies  175g;1.4;8.00 /KG
Mars Classic 4 pièces  180g;1.68;9.33 /KG
Mars Classic 7 pièces  315g;2.92;9.27 /KG
Massepain Baumstamm  barre 75g;1.67;22.27 /KG
Massepain Belmanda  barre 60g;0.75;12.50 /KG
Massepain Belnuga  barre 60g;0.83;13.83 /KG
Mélange de Noix et Fruits  Studentenfutter Extra  200g;2.75;13.75 /KG
Merci Vielfalt   400g;6.25;15.63 /KG
Miniatures Bounty Mini  235g;2.55;10.85 /KG
Miniatures de Chocolat Celebrations  190g;3.45;18.16 /KG
Miniatures Mars  235g;2.55;10.85 /KG
Miniatures Milky Way  235g;2.55;10.85 /KG
Miniatures Snickers Mini  235g;2.55;10.85 /KG
Miniatures Twix   235g;2.55;10.85 /KG
Noix Cajou Grillées et Salées  125g;1.79;14.32 /KG
Noix de coco râpée  200g;1.5;7.50 /KG
Pastilles énergétiques Citron  47g;0.83;18.44 /KG
Pastilles énergétiques Classic  47g;0.83;18.44 /KG
Petit Oursons chocolat  150g;1.7;11.33 /KG
Pistaches de Californie  250g;3.3;13.20 /KG
Pomsticks paprika   100g;1.35;13.50 /KG
Pralines Giotto 36 pièces  155g;2.65;17.10 /KG
Pralines Kuesschen 32 pirèces  284g;4.75;16.73 /KG
Pralines Mon Chéri 16 pièces  168g;3.75;22.32 /KG
Pralines Raffaello 18 pièces  180g;3.59;19.94 /KG
Prince Fourre Chocolat  300g;1.67;5.57 /KG
Prince Fourre Vanille   300g;1.66;5.53 /KG
Saltletts mini brezies   200g;1.5;7.50 /KG
Saltletts sticks  150g;1.03;6.87 /KG
Sauce froide dip salsa mild  300ml;1.97;6.57 /L
Smarties Mini  216g;2.75;12.73 /KG
Snack Hits  320g;2.49;7.78 /KG
Snickers 4 pièces  200g;1.68;8.40 /KG
Tablette chocolat noir transfair  100g;1.65;16.50 /KG
Tortillas de blé   8pc   320g;2.8;8.75 /KG
Twix 4 pièces  200g;1.68;8.40 /KG
Baguette classic 2 pièces  300g;1.29;4.30 /KG
BIO Café en grains transfair  1kg;16.9;16.90 /KG
BIO Café moulu Natura transfair  500g;5.95;11.90 /KG
BIO Fairtrade Chocolat à tartiner  400g;3.99;9.98 /KG
BIO miel  500g;4.19;8.38 /KG
Biscottes rondes   113g;1.08;9.56 /KG
Boisson Instant Cacao  450g;2.5;5.56 /KG
Boisson soluble cappuccino  10 sachets;2.75;22.00 /KG
Boisson soluble Caro  Boîte  200g;2.49;12.45 /KG
Boisson soluble chocolatée  500g;5.4;10.80 /KG
Boissons Instant Cacao Express recharge  500g;1.85;3.70 /KG
Brioche en tranches  500g;2.09;4.18 /KG
Café décaféiné en grains   500G;5.5;11.00 /KG
Café en grains  Black  1kg;13.25;13.25 /KG
Café en grains  Décaféiné  500g;7.25;14.50 /KG
Café en grains  Déjeuner  500g;5.8;11.60 /KG
Café en grains  Dessert   1kg;9.95;9.95 /KG
Café en grains  Dessert  1kg;12.6;12.60 /KG
Café en grains  Dessert  500g;6.8;13.60 /KG
Café en grains  Espresso   1kg;9.95;9.95 /KG
Café en grains  Espresso  1kg;11.8;11.80 /KG
Café en grains  Espresso  500g;4.5;9.00 /KG
Café en grains  Festtag  500g;4.5;9.00 /KG
Café en grains  Maragogype  250g;3.7;14.80 /KG
Café en grains  Mocca  500g;6.8;13.60 /KG
Café en grains  Pur Colombie  250g;4.0;16.00 /KG
Café en grains  Pur Costa Rica  250g;3.5;14.00 /KG
Café en grains  Pur Guatemala  250g;3.5;14.00 /KG
Café en grains transfair  Felicidad  250g;4.25;17.00 /KG
Café moulu  Auslese  500g;3.29;6.58 /KG
Café moulu  Balance  500g;4.19;8.38 /KG
Café moulu  Décaféiné  2x250g;4.95;9.90 /KG
Café moulu  Décaféiné  500g;4.95;9.90 /KG
Café moulu  Dessert  2x250g;4.95;9.90 /KG
Café moulu  Dessert  500g;5.8;11.60 /KG
Café moulu  Espresso  2x250g;4.95;9.90 /KG
Café moulu  Espresso boite  250g;5.95;23.80 /KG
Café moulu  Espresso italiano  500g;4.95;9.90 /KG
Café moulu  Extra mild  2x250g;4.95;9.90 /KG
Café moulu  Fête   500g;4.95;9.90 /KG
Café moulu  Harmonie  500g;3.29;6.58 /KG
Café moulu  Krönung  500g;4.19;8.38 /KG
Café moulu  Mocca viennois  2x250g;4.95;9.90 /KG
Café moulu  Oro   250g;3.45;13.80 /KG
Café moulu  Prodomo  500g;4.29;8.58 /KG
Café moulu  Rosso   250g;2.85;11.40 /KG
Café moulu en dosettes  Décaféiné  18 pads;2.25;17.86 /KG
Café moulu en dosettes  Mild  18 pads;2.55;20.40 /KG
Café moulu en dosettes  Regular  18 pads;2.55;20.40 /KG
Café moulu en dosettes  Regular  36 pads;3.95;15.67 /KG
Café moulu en dosettes  Strong  18 pads;2.55;20.40 /KG
Café moulu en dosettes  Strong  36 pads;3.95;15.67 /KG
Café moulu en dosettes décaféiné  18 pads;2.55;20.40 /KG
Café soluble décaféiné  200g;4.95;24.75 /KG
Café soluble Espresso  25 sachets;2.62;58.22 /KG
Café soluble Express  200g;3.5;17.50 /KG
Café soluble Gold sticks  25 sachets;2.5;50.00 /KG
Café soluble Select decaféiné  200g;6.55;32.75 /KG
Café soluble Select Extra  200g;6.79;33.95 /KG
Céréales à cuire flocons d'avoine  800g;2.22;2.78 /KG
Céréales choco Nesquik    375g;2.5;6.67 /KG
Céréales Choco Pops  450g;3.56;7.91 /KG
Céréales Chocos   450g;3.56;7.12 /KG
Céréales Cornflakes  500g;2.78;5.56 /KG
Céréales Fitness  375g;2.4;6.40 /KG
Céréales Frosties  450g;3.56;7.91 /KG
Céréales Honey loops  450G;3.59;7.98 /KG
Céréales Honey pops   450g;3.56;7.91 /KG
Céréales mini's  215g;3.19;14.84 /KG
Céréales Smacks   450g;3.56;7.91 /KG
Céréales Special K  500g;3.76;7.52 /KG
Céréales Special K feuilles de chocolat  550g;5.74;10.44 /KG
Céréales Special K Fruits rouges  375 g;3.99;10.64 /KG
Céréales Trésor chocolat noisettes  450g;3.4;7.56 /KG
Céréales Vitalis muesli au chocolat  375g;2.45;6.53 /KG
Compote de Pomme  8x100g;2.35;2.94 /KG
Compote de pommes  370ml;0.89;2.41 /L
Compote de pommes  720ml;1.46;2.03 /L
Confiture Abricots  450g;1.98;4.40 /KG
Confiture abricots 55% fruits  370g;1.58;4.27 /KG
Confiture cerises griottes 55% fruits  370g;1.69;4.57 /KG
Confiture Cerises noires  450g;2.58;5.73 /KG
Confiture Fraises  450g;1.98;4.40 /KG
Confiture fraises 55% fruits   370g;1.68;4.54 /KG
Confiture framboises 55% fruits  370g;2.08;5.62 /KG
Confiture gelée coings 55% fruits  370g;1.44;3.89 /KG
Confiture gelée groseilles rouges 55% fruits  370g;1.56;4.22 /KG
Confiture Miniatures assorties  3x50g;1.66;11.07 /KG
Confiture mirabelles 55% fruits  370g;1.98;5.35 /KG
Confiture mures 55% fruits  370g;1.98;5.35 /KG
Confiture Myrtilles  450g;2.5;5.56 /KG
Confiture myrtilles 55% fruits  370g;2.15;5.81 /KG
Confiture Orange  450g;2.09;4.64 /KG
Confiture oranges 45% fruits  370g;1.42;3.84 /KG
Confiture quetsches 55% fruits  370g;1.6;4.32 /KG
Confiture rhubarbe 55% fruits  370g;1.6;4.32 /KG
Crackers Tuc 3 paquets  300g;2.52;8.40 /KG
Cracottes blé complet  250g;1.98;7.92 /KG
Cracottes froment  250g;1.73;6.92 /KG
Cracottes sans sel   250g;1.9;7.60 /KG
Croissants 6x55g;3.46;13.84 /KG
Croûtons aux herbes  100g;1.59;15.90 /KG
Dolce Gusto Café Lungo Décafeiné 16Cap  112g;4.9;43.75 /KG
Dolce Gusto Caffe Lungo 16 Cap  112g;4.9;43.75 /KG
Dolce Gusto Cappuccino 16 Cap  200g;4.9;24.50 /KG
Dolce Gusto Chococino 16 Cap  270g;4.9;18.15 /KG
Dolce Gusto Espresso Intenso 16 Cap  128g;4.9;38.28 /KG
Dolce Gusto Latte Macchiato 16 Cap  194g;4.9;25.26 /KG
Dolce Gusto Nesquik 16 Cap  304g;4.9;16.12 /KG
Dolce Gusto Nestea 16 CAP  96g;4.69;48.85 /KG
Edulcorants Diätsüsse   500 Pcs;2.85;71.25 /KG
Filtre à café en papier - Naturbraun 102  100 pièces;2.16;2.16 /PC
Filtre à café en papier - Naturbraun 1x2  40 pièces;1.16;1.16 /PC
Filtre à café en papier Intense 1x4  80 pièces;2.09;2.09 /PC
Galettes de riz sel toast  130g;1.09;10.90 /KG
Gelée Framboises  450g;2.52;5.60 /KG
Gelée Groseilles rouges  450g;1.99;4.42 /KG
Granulé Lait   400g;3.55;8.88 /KG
Infusion camomille  100 sachets;8.15;81.50 /KG
Infusion camomille  20 sachets;1.78;127.14 /KG
Infusion camomille  25 sachets;1.74;49.71 /KG
Infusion églantier/framboise  20 sachets;1.68;56.00 /KG
Infusion fenouille   25 sachets;1.85;20.56 /KG
Infusion mélisse  25 sachets;1.74;34.80 /KG
Infusion menthe   100 sachets;8.15;50.94 /KG
Infusion menthe   25 sachets;1.74;31.07 /KG
Infusion morocco  20 sachets;2.05;51.25 /KG
Infusion tilleul/citron  20 sachets;1.68;56.00 /KG
Körnerbrotchen sans gluten 5p 250g;4.39;17.56 /KG
Krauterbutter-baguette 160g;1.05;6.56 /KG
Miel  Hunneg   500g;6.0;12.00 /KG
Miel  Linde Akaziehonig  500g;4.92;9.84 /KG
Miel luxembourgeois  500g;4.95;9.90 /KG
Pain Bauermild  500g;1.4;2.80 /KG
Pain Das Bauerliche  250g;1.22;4.88 /KG
Pain d'épices allégé en sucres   350g;2.08;5.94 /KG
Pain spécial au seigle  500g;1.3;2.60 /KG
Pain toast  500g;0.84;1.68 /KG
Pain toast beurre  500g;1.3;2.60 /KG
Pain toast complet  500g;1.3;2.60 /KG
Pain Tost complet  250g;0.97;3.88 /KG
Pains grillés Krisprolls au blé complet  225g;1.92;8.53 /KG
Pains grillés Krisprolls sans sucre  400g;3.2;8.00 /KG
Pâte à tartiner cacahuetes  350g;1.98;5.66 /KG
Pâte à tartiner Nutella  400g;2.1;5.25 /KG
Pâte à tartiner Schoco Mac  400g;1.62;4.05 /KG
Petit pain au lait   6 pièces;1.35;5.40 /KG
petit pain Meisterbroetchen 6 pièces  400g;1.68;4.20 /KG
Sucre de canne morceaux transfair  1 kg;2.05;2.05 /KG
Sucre Sweet Stick   250g;1.18;4.72 /KG
Sucres Morceaux  1 kg;1.57;1.57 /KG
Thé à la menthe  20 sachets;1.78;80.91 /KG
Thé arômatisé fruits des bois  20 sachets;2.1;61.76 /KG
Thé arômatisé lemon  20 sachets;2.1;61.76 /KG
Thé camomille  20 sachets  30g;3.7;123.33 /KG
Thé camomille  Vrac  30g;3.7;123.33 /KG
Thé earl grey  20 sachets;2.05;56.94 /KG
Thé églantier  20 sachets;1.78;35.60 /KG
Thé Feierowend  20 sachets  30g;3.7;123.33 /KG
Thé fenouil  20 sachets  30g;3.7;3.70 /PC
Thé green and lemon  25 sachets;3.15;63.00 /KG
Thé menthe  20 sachets  30g;3.7;123.33 /KG
Thé noir  Yellow label  20 sachets;1.35;33.75 /KG
Thé tilleul  20 sachets;1.78;98.89 /KG
Thé vert nature  25 sachets;3.15;63.00 /KG
Thé wellness / digestif  25 sachets;3.55;71.00 /KG
Thés Menthe 20 sachets  30g;3.7;123.33 /KG
Vollkorn Zwieback  225g;1.5;6.67 /KG
Zwieback  225g;1.05;4.67 /KG
